payroll_number,first_name,last_name,department,position,job,latest_start_date,job_seniority_date,total_salary,gender,assignment_status,assignment_category,race_ethnicity
579394,Cherianne,Oels,Human Resources,O739.Department Name.Division Name.09,GIS Technical Architect,2003-11-14,2003-11-14,88510.21,F,Active Assignment,Parttime-Regular,
399899,Falito,Gilder,Sales,J174.Department Name.Division Name.03,Project Manager,2012-06-25,2012-06-25,137973.45,M,Active Assignment,Fulltime-Temporary,Black or African American
853941,Kristoffer,Bestwick,Accounting,D516.Department Name.Division Name.00,Assistant Professor,2001-12-27,2001-12-27,83203.11,M,Active Assignment,Fulltime-Regular,Asian
170529,Winne,Owtram,Engineering,W279.Department Name.Division Name.02,Editor,2013-10-10,2013-10-10,96377.40,F,Active Assignment,Fulltime-Temporary,Asian
827529,Rik,Fillimore,Engineering,S560.Department Name.Division Name.01,Account Coordinator,2002-07-08,2002-07-08,128094.29,M,Active Assignment,Fulltime-Regular,Black or African American
275633,Jordon,Genike,Product Management,Z659.Department Name.Division Name.00,Human Resources Manager,2012-01-28,2012-01-28,51130.36,M,Active Assignment,Fulltime-Temporary,Hispanic or Latino of any race
407270,Fayre,Mowsdale,Marketing,Y003.Department Name.Division Name.05,Operator,2007-02-19,2007-02-19,126655.94,F,Active Assignment,Fulltime-Regular,Asian
437873,Josiah,Schuck,Human Resources,Q488.Department Name.Division Name.07,Food Chemist,2016-08-25,2016-08-25,125019.04,M,Active Assignment,Fulltime-Regular,Hispanic or Latino of any race
581551,Marti,O'Gready,Human Resources,B591.Department Name.Division Name.06,Professor,2005-09-01,2005-09-01,94655.27,F,Active Assignment,Fulltime-Regular,White
793007,Agnese,Townend,Research and Development,F132.Department Name.Division Name.00,Systems Administrator I,2007-09-03,2007-09-03,48981.93,F,Active Assignment,Parttime-Regular,Black or African American
695872,Rickie,Medling,Sales,G456.Department Name.Division Name.08,Editor,2006-03-18,2006-03-18,136488.60,F,Active Assignment,Fulltime-Temporary,Asian
341264,Remus,Bossom,Services,N142.Department Name.Division Name.00,Account Coordinator,2011-03-20,2011-03-20,123210.11,M,Active Assignment,Parttime-Regular,White
730297,Sherline,Norley,Services,S796.Department Name.Division Name.04,Junior Executive,2001-07-09,2001-07-09,94673.69,F,Active Assignment,Fulltime-Regular,Black or African American
178332,Allyn,Hunsworth,Product Management,Y349.Department Name.Division Name.08,Desktop Support Technician,2012-02-20,2012-02-20,61554.59,M,Active Assignment,Fulltime-Temporary,Hispanic or Latino of any race
420067,Arielle,MacIlory,Marketing,M630.Department Name.Division Name.08,Senior Developer,2012-12-02,2012-12-02,145876.80,F,Active Assignment,Fulltime-Regular,White
314459,Jerry,Waters,Accounting,H073.Department Name.Division Name.08,Librarian,2013-05-15,2013-05-15,125965.24,M,Active Assignment,Fulltime-Regular,
746752,Cleo,McSperrin,Accounting,R406.Department Name.Division Name.04,Technical Writer,2017-04-22,2017-04-22,59793.58,F,Active Assignment,Parttime-Regular,
822625,Annecorinne,Orsay,Research and Development,Z643.Department Name.Division Name.08,Social Worker,2008-05-31,2008-05-31,107448.91,F,Active Assignment,Parttime-Regular,Asian
278413,Moritz,Bowcock,Marketing,A750.Department Name.Division Name.02,Associate Professor,2010-09-07,2010-09-07,58491.40,M,Active Assignment,Parttime-Regular,White
677052,Dominick,Hounson,Legal,Z557.Department Name.Division Name.00,Administrative Assistant II,2004-12-25,2004-12-25,55751.32,M,Active Assignment,Parttime-Regular,Hispanic or Latino of any race
667451,Mischa,Ivons,Legal,W974.Department Name.Division Name.04,Developer III,2000-11-17,2000-11-17,149060.11,M,Active Assignment,Fulltime-Regular,Asian
953752,Danell,Tavner,Engineering,L536.Department Name.Division Name.03,Nurse,2012-12-21,2012-12-21,62187.70,F,Active Assignment,Parttime-Regular,
967120,Clayborne,Lefort,Research and Development,D839.Department Name.Division Name.05,Compensation Analyst,2005-09-06,2005-09-06,130923.65,M,Active Assignment,Fulltime-Regular,Hispanic or Latino of any race
450888,Anestassia,Kayser,Product Management,T764.Department Name.Division Name.04,Safety Technician II,2002-10-16,2002-10-16,145019.90,F,Active Assignment,Parttime-Regular,White
998725,Lindsey,Gagan,Research and Development,P573.Department Name.Division Name.06,Clinical Specialist,2009-10-21,2009-10-21,94193.53,F,Active Assignment,Fulltime-Regular,White
678872,Patrice,Querree,Sales,R853.Department Name.Division Name.01,Electrical Engineer,2014-04-08,2014-04-08,119420.12,M,Active Assignment,Fulltime-Temporary,Asian
695376,Hester,Pickerin,Services,N783.Department Name.Division Name.06,VP Marketing,2012-09-13,2012-09-13,111526.56,F,Active Assignment,Parttime-Regular,White
255622,Rhona,North,Engineering,H567.Department Name.Division Name.02,Technical Writer,2017-05-23,2017-05-23,58365.58,F,Active Assignment,Parttime-Regular,Hispanic or Latino of any race
711072,Colman,Sibbering,Sales,B327.Department Name.Division Name.09,Professor,2010-05-12,2010-05-12,130391.45,M,Active Assignment,Parttime-Regular,Hispanic or Latino of any race
478817,Frederique,Tatam,Legal,I742.Department Name.Division Name.08,Speech Pathologist,2011-11-11,2011-11-11,63441.49,F,Active Assignment,Parttime-Regular,Black or African American
136534,Sherlock,Zimmermanns,Sales,X560.Department Name.Division Name.03,Paralegal,2007-07-06,2007-07-06,61192.86,M,Active Assignment,Fulltime-Temporary,Black or African American
733525,Ginelle,Rymour,Services,N968.Department Name.Division Name.00,Cost Accountant,2011-05-31,2011-05-31,49649.46,F,Active Assignment,Fulltime-Temporary,Black or African American
546626,Bili,Venturoli,Product Management,L844.Department Name.Division Name.06,Geologist I,2003-11-18,2003-11-18,128360.98,F,Active Assignment,Parttime-Regular,Hispanic or Latino of any race
936762,Liane,Hatrick,Support,I038.Department Name.Division Name.02,Senior Sales Associate,2014-05-22,2014-05-22,56535.14,F,Active Assignment,Parttime-Regular,Asian
867533,Marijo,Pre,Product Management,Y799.Department Name.Division Name.02,Design Engineer,2016-05-18,2016-05-18,130836.35,F,Active Assignment,Parttime-Regular,White
869068,Jeri,Grzegorzewski,Sales,A322.Department Name.Division Name.05,Business Systems Development Analyst,2003-01-04,2003-01-04,146799.45,F,Active Assignment,Fulltime-Temporary,Black or African American
808199,Coletta,Donner,Services,P435.Department Name.Division Name.04,Compensation Analyst,2004-03-01,2004-03-01,130563.65,F,Active Assignment,Parttime-Regular,Black or African American
200980,Nickola,Menicomb,Services,O001.Department Name.Division Name.08,Assistant Media Planner,2007-07-30,2007-07-30,129328.38,M,Active Assignment,Parttime-Regular,Black or African American
157895,Steve,Drioli,Human Resources,Y461.Department Name.Division Name.09,Cost Accountant,2011-09-15,2011-09-15,58557.37,M,Active Assignment,Fulltime-Temporary,Black or African American
557147,Melanie,Maylam,Research and Development,K326.Department Name.Division Name.08,Financial Advisor,2007-10-04,2007-10-04,51260.88,F,Active Assignment,Fulltime-Temporary,Asian
163662,Margret,Pritchett,Accounting,T949.Department Name.Division Name.03,Cost Accountant,2001-11-14,2001-11-14,109607.96,F,Active Assignment,Fulltime-Temporary,Asian
263846,Delora,De Francisci,Sales,Q240.Department Name.Division Name.06,Tax Accountant,2006-04-21,2006-04-21,49993.60,F,Active Assignment,Parttime-Regular,
802027,Edan,Zannutti,Engineering,U370.Department Name.Division Name.02,Automation Specialist I,2007-11-21,2007-11-21,74603.26,M,Active Assignment,Fulltime-Regular,Black or African American
734869,Stanfield,Adess,Human Resources,F656.Department Name.Division Name.07,VP Sales,2006-05-23,2006-05-23,52531.86,M,Active Assignment,Parttime-Regular,
673522,Clarice,Thurber,Engineering,F283.Department Name.Division Name.06,VP Quality Control,2004-06-26,2004-06-26,83517.18,F,Active Assignment,Fulltime-Temporary,Black or African American
452124,Phillip,Caine,Human Resources,G798.Department Name.Division Name.01,Nurse Practicioner,2016-06-12,2016-06-12,92169.00,M,Active Assignment,Parttime-Regular,Hispanic or Latino of any race
506313,Rustie,Aitchinson,Human Resources,C664.Department Name.Division Name.07,Junior Executive,2009-02-24,2009-02-24,76049.86,M,Active Assignment,Fulltime-Temporary,Asian
431431,Wileen,Inglefield,Human Resources,U934.Department Name.Division Name.01,Chemical Engineer,2003-04-06,2003-04-06,56587.40,F,Active Assignment,Parttime-Regular,Black or African American
711876,Natalina,Kunkler,Accounting,U154.Department Name.Division Name.06,Technical Writer,2006-01-12,2006-01-12,144979.03,F,Active Assignment,Fulltime-Regular,Hispanic or Latino of any race
175816,Dicky,Yabsley,Support,Q667.Department Name.Division Name.07,Help Desk Operator,2003-01-22,2003-01-22,85520.85,M,Active Assignment,Fulltime-Regular,Asian
508949,Dalt,Bende,Support,D993.Department Name.Division Name.03,Analog Circuit Design manager,2001-12-28,2001-12-28,105653.31,M,Active Assignment,Fulltime-Regular,Asian
158872,Letisha,Cure,Training,Y889.Department Name.Division Name.02,Clinical Specialist,2003-07-01,2003-07-01,57215.87,F,Active Assignment,Parttime-Regular,Black or African American
651972,Michelle,Neill,Legal,B573.Department Name.Division Name.04,Budget/Accounting Analyst II,2007-01-07,2007-01-07,132739.38,F,Active Assignment,Fulltime-Regular,
810476,De,Elsop,Business Development,J384.Department Name.Division Name.01,Quality Engineer,2010-09-15,2010-09-15,83940.31,F,Active Assignment,Fulltime-Temporary,Black or African American
196164,Yank,Rucklesse,Training,Y991.Department Name.Division Name.00,Project Manager,2013-03-05,2013-03-05,100352.02,M,Active Assignment,Fulltime-Regular,Native Hawaiian or Other Pacific
460038,Wilie,Burbridge,Training,U614.Department Name.Division Name.03,Software Engineer IV,2001-04-03,2001-04-03,75007.75,F,Active Assignment,Fulltime-Temporary,Hispanic or Latino of any race
596969,Phebe,Wigginton,Engineering,R259.Department Name.Division Name.01,Senior Developer,2006-05-30,2006-05-30,63072.26,F,Active Assignment,Fulltime-Regular,White
906898,Blithe,McGavin,Research and Development,O040.Department Name.Division Name.07,Programmer IV,2009-08-04,2009-08-04,81640.21,F,Active Assignment,Fulltime-Regular,Black or African American
674908,Godard,Yarham,Product Management,E468.Department Name.Division Name.09,Assistant Media Planner,2002-06-18,2002-06-18,114811.91,M,Active Assignment,Fulltime-Regular,Hispanic or Latino of any race
683273,Nevins,Sukbhans,Training,E981.Department Name.Division Name.00,Database Administrator II,2005-09-16,2005-09-16,120075.57,M,Active Assignment,Parttime-Regular,Black or African American
345396,Harrie,Darwen,Legal,N815.Department Name.Division Name.01,Administrative Assistant II,2001-09-27,2001-09-27,148080.00,F,Active Assignment,Fulltime-Temporary,Black or African American
478743,Bealle,Isabell,Services,G808.Department Name.Division Name.06,Software Test Engineer IV,2001-07-12,2001-07-12,88692.79,M,Active Assignment,Fulltime-Regular,
327700,Rubie,Bultitude,Support,W036.Department Name.Division Name.01,Accountant II,2013-03-26,2013-03-26,84229.42,F,Active Assignment,Fulltime-Regular,Native Hawaiian or Other Pacific
207630,Sapphire,Artiss,Product Management,V023.Department Name.Division Name.09,Staff Accountant IV,2010-06-24,2010-06-24,104389.86,F,Active Assignment,Fulltime-Temporary,Hispanic or Latino of any race
134296,Pebrook,Venners,Marketing,H237.Department Name.Division Name.01,Senior Sales Associate,2006-04-01,2006-04-01,78114.79,M,Active Assignment,Fulltime-Temporary,White
313633,Merci,Spillard,Business Development,A700.Department Name.Division Name.00,Safety Technician II,2010-08-30,2010-08-30,118083.56,F,Active Assignment,Parttime-Regular,
490144,Mel,Dabnot,Research and Development,P953.Department Name.Division Name.06,Compensation Analyst,2001-08-17,2001-08-17,144731.81,F,Active Assignment,Fulltime-Regular,Black or African American
578220,Nathanil,Bulloch,Human Resources,M229.Department Name.Division Name.03,Health Coach II,2000-10-22,2000-10-22,57214.04,M,Active Assignment,Parttime-Regular,Hispanic or Latino of any race
445603,Dottie,Bouchier,Business Development,J405.Department Name.Division Name.03,Assistant Manager,2010-08-15,2010-08-15,73366.36,F,Active Assignment,Parttime-Regular,
985039,Willis,Sellack,Human Resources,S121.Department Name.Division Name.05,Environmental Tech,2011-05-31,2011-05-31,77630.92,M,Active Assignment,Fulltime-Regular,Asian
700099,Nichole,Pyett,Training,Q364.Department Name.Division Name.08,General Manager,2009-08-30,2009-08-30,72675.46,M,Active Assignment,Fulltime-Regular,Black or African American
859066,Eben,Danbrook,Accounting,D115.Department Name.Division Name.09,Office Assistant II,2010-02-23,2010-02-23,46882.97,M,Active Assignment,Fulltime-Temporary,Black or African American
992679,Clement,Dedmam,Product Management,B678.Department Name.Division Name.05,Financial Advisor,2010-04-29,2010-04-29,51213.09,M,Active Assignment,Parttime-Regular,Black or African American
956013,Henka,Tilby,Business Development,H560.Department Name.Division Name.05,VP Accounting,2001-11-11,2001-11-11,114780.69,F,Active Assignment,Fulltime-Temporary,
485951,Herbie,Dongall,Sales,G276.Department Name.Division Name.06,Quality Engineer,2005-03-25,2005-03-25,116593.61,M,Active Assignment,Fulltime-Regular,
765521,Eulalie,O' Dornan,Human Resources,H954.Department Name.Division Name.02,Design Engineer,2010-03-25,2010-03-25,101572.32,F,Active Assignment,Fulltime-Regular,
692177,Lorrie,Baradel,Research and Development,S819.Department Name.Division Name.06,Account Representative IV,2004-12-31,2004-12-31,149253.33,M,Active Assignment,Fulltime-Temporary,Asian
328240,Paten,Arnoud,Business Development,M294.Department Name.Division Name.03,Human Resources Assistant II,2014-04-09,2014-04-09,111515.71,M,Active Assignment,Fulltime-Temporary,
994497,Jeffie,Toffel,Human Resources,X112.Department Name.Division Name.07,Chemical Engineer,2013-11-13,2013-11-13,148792.49,M,Active Assignment,Fulltime-Temporary,Hispanic or Latino of any race
113965,Des,Dysert,Training,Z837.Department Name.Division Name.08,Human Resources Manager,2015-12-24,2015-12-24,76970.37,M,Active Assignment,Fulltime-Temporary,Hispanic or Latino of any race
401457,Diahann,Spenceley,Marketing,F309.Department Name.Division Name.02,Administrative Officer,2004-05-22,2004-05-22,55705.84,F,Active Assignment,Fulltime-Regular,Black or African American
682157,Barret,Eldon,Accounting,W598.Department Name.Division Name.00,Budget/Accounting Analyst II,2002-12-04,2002-12-04,113200.02,M,Active Assignment,Parttime-Regular,Hispanic or Latino of any race
414854,Kelcy,Osman,Research and Development,A630.Department Name.Division Name.04,Senior Developer,2012-08-21,2012-08-21,120625.37,F,Active Assignment,Fulltime-Regular,White
753863,Michele,Gyer,Product Management,Y122.Department Name.Division Name.03,Safety Technician I,2007-09-10,2007-09-10,142198.16,M,Active Assignment,Fulltime-Temporary,
785352,Jasper,Leathart,Legal,D168.Department Name.Division Name.01,Technical Writer,2009-07-11,2009-07-11,90047.81,M,Active Assignment,Fulltime-Regular,Black or African American
391188,Timmie,Colerick,Legal,H531.Department Name.Division Name.09,Nuclear Power Engineer,2011-05-15,2011-05-15,66066.93,F,Active Assignment,Fulltime-Temporary,Native Hawaiian or Other Pacific
925451,Edan,Deniscke,Accounting,Q349.Department Name.Division Name.00,Senior Financial Analyst,2001-03-30,2001-03-30,105929.18,M,Active Assignment,Parttime-Regular,Hispanic or Latino of any race
788076,Austine,Kenewel,Legal,X815.Department Name.Division Name.09,VP Quality Control,2006-05-24,2006-05-24,70623.63,F,Active Assignment,Fulltime-Regular,Black or African American
463240,Harwilll,Vautin,Support,H682.Department Name.Division Name.09,Office Assistant IV,2000-12-17,2000-12-17,105626.72,M,Active Assignment,Fulltime-Temporary,Hispanic or Latino of any race
925439,Lisetta,Fairham,Product Management,E230.Department Name.Division Name.05,VP Product Management,2005-06-09,2005-06-09,131866.83,F,Active Assignment,Fulltime-Temporary,Hispanic or Latino of any race
228943,Kristina,Reiach,Business Development,G644.Department Name.Division Name.05,Quality Engineer,2015-09-13,2015-09-13,67921.29,F,Active Assignment,Fulltime-Regular,White
725435,Wallie,Darnbrook,Marketing,Y240.Department Name.Division Name.06,Web Developer I,2003-04-20,2003-04-20,86513.76,M,Active Assignment,Fulltime-Regular,Hispanic or Latino of any race
782041,Wat,Elsmore,Sales,G180.Department Name.Division Name.03,Automation Specialist I,2006-09-11,2006-09-11,90526.63,M,Active Assignment,Parttime-Regular,Hispanic or Latino of any race
213247,Rianon,Teare,Human Resources,M941.Department Name.Division Name.01,Assistant Professor,2011-08-14,2011-08-14,110893.31,F,Active Assignment,Parttime-Regular,
434679,Lemar,Wimp,Business Development,I665.Department Name.Division Name.01,Associate Professor,2016-02-09,2016-02-09,130172.92,M,Active Assignment,Fulltime-Regular,White
772683,Kliment,Wallwood,Training,B384.Department Name.Division Name.02,Administrative Officer,2008-01-12,2008-01-12,124501.09,M,Active Assignment,Fulltime-Temporary,Black or African American
806283,Lezlie,Crookes,Human Resources,U476.Department Name.Division Name.00,Marketing Manager,2003-09-19,2003-09-19,101083.47,F,Active Assignment,Parttime-Regular,Hispanic or Latino of any race
391580,Steward,Cottle,Legal,N317.Department Name.Division Name.07,Budget/Accounting Analyst IV,2010-05-20,2010-05-20,100789.94,M,Active Assignment,Fulltime-Temporary,Hispanic or Latino of any race
456130,Sterling,Thursfield,Support,U118.Department Name.Division Name.00,Software Consultant,2008-01-04,2008-01-04,133810.45,M,Active Assignment,Fulltime-Regular,Hispanic or Latino of any race
158020,Leroy,Scare,Business Development,Q829.Department Name.Division Name.03,Media Manager III,2002-01-21,2002-01-21,60633.41,M,Active Assignment,Fulltime-Temporary,
927800,Deanna,Foort,Training,X223.Department Name.Division Name.08,Internal Auditor,2009-01-09,2009-01-09,112817.32,F,Active Assignment,Fulltime-Temporary,Hispanic or Latino of any race
240835,Ada,MacQueen,Engineering,D725.Department Name.Division Name.06,Help Desk Operator,2008-06-28,2008-06-28,45578.93,F,Active Assignment,Fulltime-Regular,Asian
135226,Starla,Graybeal,Research and Development,L835.Department Name.Division Name.07,Recruiting Manager,2011-07-07,2011-07-07,58227.22,F,Active Assignment,Parttime-Regular,White
102224,Fabiano,Roelofs,Services,V863.Department Name.Division Name.05,Health Coach II,2006-05-20,2006-05-20,143860.66,M,Active Assignment,Parttime-Regular,White
263325,Eunice,Veivers,Accounting,M065.Department Name.Division Name.04,Senior Sales Associate,2010-05-22,2010-05-22,42504.36,F,Active Assignment,Fulltime-Regular,
489340,Arturo,Wintle,Support,L836.Department Name.Division Name.02,Senior Sales Associate,2003-04-16,2003-04-16,52244.53,M,Active Assignment,Parttime-Regular,
873463,Lezley,Tokell,Sales,H246.Department Name.Division Name.03,Social Worker,2012-12-27,2012-12-27,143874.60,M,Active Assignment,Fulltime-Temporary,Black or African American
329259,Padraic,Micheau,Human Resources,Z680.Department Name.Division Name.09,Assistant Manager,2012-04-15,2012-04-15,44648.51,M,Active Assignment,Parttime-Regular,White
983838,Aila,Bawcock,Services,O909.Department Name.Division Name.05,Editor,2016-03-23,2016-03-23,58865.78,F,Active Assignment,Fulltime-Regular,Black or African American
606858,Morlee,Potten,Sales,Y137.Department Name.Division Name.04,Physical Therapy Assistant,2016-01-11,2016-01-11,97054.76,M,Active Assignment,Parttime-Regular,Black or African American
592129,Blanca,Deschelle,Accounting,H914.Department Name.Division Name.05,Quality Control Specialist,2017-01-29,2017-01-29,137126.63,F,Active Assignment,Parttime-Regular,
493023,Sancho,Baudouin,Product Management,A625.Department Name.Division Name.01,Editor,2007-10-25,2007-10-25,105197.75,M,Active Assignment,Fulltime-Temporary,Hispanic or Latino of any race
987867,Lemmie,Merrin,Research and Development,R517.Department Name.Division Name.05,Nurse,2002-05-29,2002-05-29,110176.06,M,Active Assignment,Fulltime-Temporary,Asian
715687,Archie,Strafford,Support,Y610.Department Name.Division Name.04,Speech Pathologist,2006-05-08,2006-05-08,142173.74,M,Active Assignment,Fulltime-Regular,Asian
151526,Roman,Oliphard,Accounting,L825.Department Name.Division Name.00,Editor,2008-09-05,2008-09-05,123323.34,M,Active Assignment,Parttime-Regular,
884306,Isis,Skipp,Sales,T939.Department Name.Division Name.01,Automation Specialist III,2016-07-18,2016-07-18,117204.68,F,Active Assignment,Fulltime-Temporary,Hispanic or Latino of any race
437766,Corine,Yukhov,Human Resources,K649.Department Name.Division Name.05,Database Administrator II,2003-10-25,2003-10-25,103477.66,F,Active Assignment,Fulltime-Temporary,White
514661,Oralia,Claibourn,Legal,Q395.Department Name.Division Name.02,Senior Sales Associate,2013-11-12,2013-11-12,131554.80,F,Active Assignment,Fulltime-Temporary,Hispanic or Latino of any race
269944,Jeanette,Andrin,Engineering,J938.Department Name.Division Name.06,Payment Adjustment Coordinator,2007-10-21,2007-10-21,122931.00,F,Active Assignment,Parttime-Regular,White
428705,Aron,Derricoat,Business Development,L429.Department Name.Division Name.01,Environmental Tech,2002-10-27,2002-10-27,113594.96,M,Active Assignment,Parttime-Regular,White
299042,Boyce,Hurley,Research and Development,T428.Department Name.Division Name.06,Quality Engineer,2011-04-30,2011-04-30,142733.52,M,Active Assignment,Fulltime-Regular,Black or African American
370876,Oliviero,Pickersail,Support,O717.Department Name.Division Name.04,Financial Advisor,2001-11-04,2001-11-04,91650.15,M,Active Assignment,Parttime-Regular,Asian
763044,Felisha,Cord,Services,U198.Department Name.Division Name.06,Health Coach I,2012-06-05,2012-06-05,78660.83,F,Active Assignment,Fulltime-Regular,Black or African American
871004,Sissy,Danelut,Support,B027.Department Name.Division Name.04,Quality Control Specialist,2005-09-05,2005-09-05,122836.83,F,Active Assignment,Fulltime-Temporary,Asian
838115,Susy,Lots,Services,M158.Department Name.Division Name.00,Business Systems Development Analyst,2011-08-22,2011-08-22,52474.83,F,Active Assignment,Fulltime-Temporary,
253437,Tracey,Flecknoe,Accounting,I965.Department Name.Division Name.05,Administrative Assistant II,2000-09-05,2000-09-05,84023.04,F,Active Assignment,Fulltime-Regular,Hispanic or Latino of any race
166717,Paulo,Pesak,Services,O778.Department Name.Division Name.04,Accountant I,2003-06-18,2003-06-18,88682.59,M,Active Assignment,Fulltime-Regular,Black or African American
705967,Ericka,Wellen,Human Resources,H841.Department Name.Division Name.08,Budget/Accounting Analyst II,2005-03-27,2005-03-27,106544.18,F,Active Assignment,Parttime-Regular,Hispanic or Latino of any race
223312,Meredeth,Comins,Engineering,V665.Department Name.Division Name.01,Registered Nurse,2008-10-24,2008-10-24,48009.10,M,Active Assignment,Fulltime-Regular,Asian
421847,Gilemette,Busher,Marketing,T917.Department Name.Division Name.09,Actuary,2013-05-25,2013-05-25,145153.20,F,Active Assignment,Fulltime-Temporary,White
512816,Rich,Augar,Training,E192.Department Name.Division Name.09,Senior Editor,2005-11-23,2005-11-23,102349.26,M,Active Assignment,Fulltime-Regular,Black or African American
505467,Sim,Blowfield,Research and Development,B551.Department Name.Division Name.05,Librarian,2007-09-06,2007-09-06,80723.79,M,Active Assignment,Parttime-Regular,Black or African American
198113,Sylas,Okenfold,Product Management,Q972.Department Name.Division Name.01,Nurse Practicioner,2015-09-25,2015-09-25,60175.79,M,Active Assignment,Fulltime-Temporary,Hispanic or Latino of any race
566958,Gil,Aleksankin,Training,C008.Department Name.Division Name.02,Budget/Accounting Analyst II,2012-03-04,2012-03-04,116643.22,M,Active Assignment,Parttime-Regular,Asian
499313,Paco,Lydiate,Engineering,D391.Department Name.Division Name.07,Desktop Support Technician,2007-01-03,2007-01-03,117015.22,M,Active Assignment,Parttime-Regular,Hispanic or Latino of any race
180796,Englebert,Rains,Training,H992.Department Name.Division Name.07,Mechanical Systems Engineer,2009-07-19,2009-07-19,90615.99,M,Active Assignment,Fulltime-Regular,White
597359,Patrizia,Vitet,Legal,V624.Department Name.Division Name.03,Sales Associate,2007-04-15,2007-04-15,127045.73,F,Active Assignment,Fulltime-Regular,White
289904,Shirline,Kemetz,Sales,N081.Department Name.Division Name.04,Systems Administrator IV,2009-11-02,2009-11-02,119437.11,F,Active Assignment,Parttime-Regular,Black or African American
803913,Hortense,La Vigne,Engineering,J893.Department Name.Division Name.03,Chief Design Engineer,2012-11-29,2012-11-29,139652.14,F,Active Assignment,Fulltime-Regular,White
394801,Marcelia,Coburn,Research and Development,H996.Department Name.Division Name.02,Chemical Engineer,2012-07-12,2012-07-12,109424.43,F,Active Assignment,Fulltime-Regular,Black or African American
410670,Gordy,Lyston,Engineering,X275.Department Name.Division Name.01,Account Representative II,2007-08-06,2007-08-06,87407.26,M,Active Assignment,Parttime-Regular,Native Hawaiian or Other Pacific
999368,Justinn,Giriardelli,Support,H590.Department Name.Division Name.00,Librarian,2012-10-23,2012-10-23,98071.69,F,Active Assignment,Fulltime-Regular,Black or African American
263155,Ferdy,Pescud,Research and Development,W893.Department Name.Division Name.01,Analyst Programmer,2014-01-27,2014-01-27,51850.10,M,Active Assignment,Fulltime-Regular,Black or African American
654636,Pearla,Milvarnie,Legal,S544.Department Name.Division Name.02,Compensation Analyst,2004-08-04,2004-08-04,58471.71,F,Active Assignment,Fulltime-Regular,Asian
802838,Dimitry,Gammell,Marketing,P272.Department Name.Division Name.07,Recruiting Manager,2015-05-18,2015-05-18,80411.62,M,Active Assignment,Fulltime-Temporary,White
461882,Orren,Di Nisco,Legal,K377.Department Name.Division Name.00,Compensation Analyst,2001-07-26,2001-07-26,105542.82,M,Active Assignment,Fulltime-Temporary,Black or African American
985795,Alex,Risbrough,Services,F745.Department Name.Division Name.03,Clinical Specialist,2009-09-23,2009-09-23,62422.74,M,Active Assignment,Fulltime-Temporary,Black or African American
152442,Rebe,Leeming,Product Management,A963.Department Name.Division Name.01,Director of Sales,2009-02-07,2009-02-07,59142.11,F,Active Assignment,Parttime-Regular,Asian
370177,Bartolomeo,Cowpertwait,Marketing,Q013.Department Name.Division Name.06,Statistician II,2012-10-14,2012-10-14,139710.83,M,Active Assignment,Fulltime-Regular,Black or African American
284066,Lilas,Koschke,Services,N059.Department Name.Division Name.05,Project Manager,2008-11-08,2008-11-08,52914.50,F,Active Assignment,Fulltime-Regular,Black or African American
334952,Launce,Broad,Services,H604.Department Name.Division Name.09,Marketing Assistant,2015-07-07,2015-07-07,90440.07,M,Active Assignment,Fulltime-Temporary,
512320,Dorise,Rudge,Product Management,N540.Department Name.Division Name.01,VP Accounting,2008-01-14,2008-01-14,93045.43,F,Active Assignment,Parttime-Regular,Hispanic or Latino of any race
997811,Lyndsie,Grinin,Human Resources,R860.Department Name.Division Name.02,Speech Pathologist,2005-06-08,2005-06-08,57217.54,F,Active Assignment,Fulltime-Regular,Black or African American
863567,Lynnell,Thorp,Legal,T971.Department Name.Division Name.00,Statistician II,2007-01-16,2007-01-16,83694.98,F,Active Assignment,Fulltime-Temporary,
419945,Eduard,Elvey,Engineering,Q352.Department Name.Division Name.00,Data Coordiator,2003-06-25,2003-06-25,139093.95,M,Active Assignment,Fulltime-Regular,White
989852,Rosaline,Bugs,Research and Development,R120.Department Name.Division Name.05,Statistician IV,2017-06-02,2017-06-02,80376.67,F,Active Assignment,Parttime-Regular,Hispanic or Latino of any race
629948,Jared,Carstairs,Support,B792.Department Name.Division Name.04,Civil Engineer,2001-11-16,2001-11-16,100794.48,M,Active Assignment,Parttime-Regular,Hispanic or Latino of any race
878999,Constantine,Snape,Marketing,G676.Department Name.Division Name.01,Financial Advisor,2006-11-14,2006-11-14,86141.94,M,Active Assignment,Parttime-Regular,Hispanic or Latino of any race
733775,Marjorie,Andresen,Accounting,Q436.Department Name.Division Name.09,Programmer Analyst III,2009-08-18,2009-08-18,124439.40,F,Active Assignment,Parttime-Regular,White
210180,Shaine,Jaspar,Research and Development,X876.Department Name.Division Name.08,Health Coach I,2010-06-15,2010-06-15,92845.68,M,Active Assignment,Parttime-Regular,Asian
266126,Mela,Clynter,Sales,S229.Department Name.Division Name.04,Project Manager,2003-11-22,2003-11-22,40893.43,F,Active Assignment,Parttime-Regular,Black or African American
213822,Butch,Leathley,Sales,R672.Department Name.Division Name.08,Administrative Officer,2010-11-18,2010-11-18,93005.33,M,Active Assignment,Parttime-Regular,Asian
569623,Adela,Couper,Services,L210.Department Name.Division Name.03,Analog Circuit Design manager,2010-09-26,2010-09-26,92265.56,F,Active Assignment,Fulltime-Temporary,Asian
